Recipe Name,All Ingredients,Key Ingredients,Outside order,Easy to carry?,Easy to cook?,Time to cook?,Diet Pref,Allergen,Tier,Season,Category,Macro Category,Base,Theme,Heavy Light,Dish Nationality,Cuisine,Temperature,Commonality,Excite Level,Equipment,,NEW FLAVOUR,NEW ETHNICITY,TASEER,SYMPTOMS,MED CON.,Consistency,PALEO?,DEF/TOX,BLD,Servings,Quantity per serving,Base,Theme,Carbs,Protein,Fat,Fiber,Energy,cal/serving,THERAPY,MAXIMUM QUANTITY,Min Quantity,RECIPE ID,Main/Mid,Is Measured In?,Wt.of Measured Amt.,Carbs/100gm,Protein/100gm,Fat/100gm,Fiber/100gm,Energy/100gm,Must have category,Good to have Category,Must have recipe,Good to have recipe,PRIORITY
Jeera Dhania Water,"Cumin Seeds (Jeera) - 1/2 tsp
Coriander seeds (Dhania) - 1 tbsp (10 grams)
Water - 900 ml RO purified",NA,NO,hard,Easy ,Low (5 minutes),"JAIN, VEGAN",,Both,All Season,Morning Water,,,,LIGHT,India,General,Neutral,0,1,"Gas stove / Cooktop, Electric kettle",,Bland,Generic,Neutral Taseer,"Chronic cough, Breathlessness Bloating, Acidity, indigestion, Crash metabolsium , hormone imbalance, Stress ","Type 2 Diabetes,  Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Hormonal imbalances, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"High Total cholesterol, Iron Deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Vitamin C Deficiency,  Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, Calcium deficiency, Selenium Deficiency, Biotin deficiency, Vitamin K deficiency, Potassium.","Mid Meal, Morning Water",3,1 Cup,NO BASE,All themes,9.36,2.31,3.23,7.48,75.63,25.21,"Low FODMAP, Low GI, DASH, Normal",1,1,02aadfe0-a62c-45a9-a3a7-e94d32d40bb5,MID,glass,250ml,1.2,0.3,0.4,1.0,10.1,,,,Soaked almonds,Primary
Chicken And Basil Stir Fry,"Chicken- 100gms
Basil Leaves- 1 Handful
Bell Peppers- 1/4 cup
Capsicum - 1/2 cup
Tomatoes - 1 cup
Spinach- 1/2 cup
Garlic – 1/4 tsp
Green Chili – ½ teaspoon
Salt- as per taste
Olive Oil - 1 tsp","Chicken - 100'g
Capsicum - 0.75'cup
Tomato - 1'cup
Spinach leaf - 0.5'cup
Olive oil - 1'tsp",YES,Easy,Medium ,Medium (30 minutes),"CHICKEN, NON VEGETARIAN",Onion/Garlic,Metro,Winter,Heavy Meal,Meal,,,HEAVY,Both,General,Neutral,1,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Umami,Thai,Hot Taseer,"weakness, tiredness, bodyache, low immunity, lack of sleep, stress, anixety , muscle cramp, joint pain, hairfall, skin health low, mood swing, reduce appetite,Sleep disorders / insomnia","Type 2 Diabetes, Gestational Diabetes, Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE),  Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia,, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES," Protein deficiency, Vitamin B12 deficiency, Vitamin B6 deficiency, B3 deficiency, phosphorus deficiency, selenium deficiency, zinc deficiency, iron deficiency, calcium Vitamin C deficiency, Vitamin A deficiency, potassium deficiency, Vitamin k ","Lunch, Dinner",1.5,1 bowl,"Chicken, Spinach","HP, LC",9.97,30.19,19.06,5.98,331.93,221.29,"Low FODMAP, Low GI, Normal",1.5,1,02b68195-5626-4705-ad3c-629a3799ccb0,MAIN,Medium Bowl,200ml,3.3,10.1,6.4,2.0,110.6,,,,,Primary
Air Fried Potato,"Baby potatoes: 8
 boiled (with skin)
Olive oil: 1-2 tsp
Oregano: 1 tsp
Chilli flakes: 1/2 tsp
Garlic powder: 1/2 tsp
Onion powder: 1/2 tsp
Salt: to taste
Fresh mint leaves: 2 tbsp
 chopped
Fresh coriander leaves: 2 tbsp
 chopped
Lemon juice: 1 tbsp
Sesame seeds: 1 tsp","Potato - 8
Olive oil - 2'tsp
Sesame seeds - 1'tsp",YES,Easy,Easy ,Medium (30 minutes),"VEGAN , VEGETARIAN","Onion/Garlic, Citrus",Metro,All Season,Snack,,,,Light,Both,General,Neutral,1,3,Air fryer,,Crunchy,Generic,Hot Taseer," Loose motions/diarrhoea, , Constipation, Reduced appetite, Headache, Lack of sleep, weakness, triedness , stress, low immunity, lack of sleep, anxiety, skin dullness. ","High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), , Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C ","Dinner, Pre Dinner",3,3 baby potato,Aloo,WR,57.18,7.61,12.81,6.33,373.39,124.46,"Low FODMAP, Normal",1,1,02c065cb-7e03-499e-ab4d-d1eff4e9f35c,MAIN,Medium Bowl,200ml,9.5,1.3,2.1,1.1,62.2,,,,,Primary
Wheat Puttu,"Whole Wheat Flour - 1/2 cup
Rice
 boiled and soaked for 2 hours - 1.5 tablespoons
Fresh coconut
 grated - 1.5 tbsp
Salt - to taste","Whole wheat flour - 0.5'cup
Rice - 1.5'tbsp
Coconut - 1.5'tbsp",NO,Easy,Medium ,Medium (30 minutes),"JAIN, VEGAN","Gluten, Gluten, wheat",Both,All Season,Rice,,,,Heavy,India,South Indian,Neutral,1,2,"Gas stove / Cooktop, Steamer",,Soft food,South indian ,Neutral Taseer,"lack of sleep, stess disorder, acidity, consipation , acidity, palpitation, lethargy, low immunity, Depression, ADHD/focus issues, ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"High Total cholesterol, High Creatinine, Iron Deficiency,  Magnesium deficiency, Folate deficiency, Protein Deficiency,Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, potassium, sodium, iodine. ","Breakfast, Lunch",1,1 small bowl,Wheat,HF,66.53,11.07,16.17,9.79,455.79,455.79,"Low GI, Normal",2,1,02d88130-85f0-49fb-b16e-02ec2147126b,MAIN,Numbers,120gm,55.4,9.2,13.5,8.2,379.8,,,,"Kala Chana Curry,  White Chana Curry, Low-Cal Fish Curry,Egg Curry   ",Secondary
Weight Loss Khichdi,"Rolled Oats: 30 g
Yellow Moong Dal: 50 g
Water: 1 cup (200 ml approx.)
Oil/Ghee: 1 tsp
Asafoetida (Hing): a pinch
Mustard Seeds (Rai): 1/4 tsp
Ginger Garlic Paste: 1/2 tsp
Green Chilli: 1
 finely chopped
Salt: 1/2 tsp
 as per taste
Turmeric Powder: a pinch
Red Chilli Powder: 1/4 tsp
Curry Leaves: 5-6
Onion: 1 small-sized
 chopped
Mixed Vegetables
(Tomato/Carrot/Green Peas/French Beans): 50 grams each
Coriander Leaves: 3-4
 freshly chopped","Oats - 30'g
Moong Dal - 50'g
Ghee - 1'tsp
Onion - 1
Tomato - 12.5'g
Carrot - 12.5'g
Peas - 12.5'g 
French Beans - 12.5'g",NO,Easy,Easy ,Medium (30 minutes),"VEGAN , VEGETARIAN","Onion/Garlic, Lactose, Gluten",Both,Winter,Khichdi,Porridge,,,HEAVY,India,North Indian,Neutral,0,1,"Gas stove / Cooktop, Pressure cooker",,"Salty, soft food",Generic,Neutral Taseer," fever, bodyache, Breathlessness, Glucourea, Bloating, Acidity, Reduced appetite, Headache, Lack of sleep, Sleep disorders / insomnia","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Semi-solid,NO,"Vitamin A defiiency, Fiber Difeciency, Selenium Deficiency, High Total cholesterol, High Creatinine, Vitamin E deficiency, Magnesium deficiency, Protein Deficiency, Iodine deficiency, , Zinc deficiency,  High LDL/Low HDL, High Triglycerides, Liver enzyme elevated",Lunch,2,1 medium bowl,"Lentils, Oats","HP, HF, HF",71.13,21.93,8.15,5.8,445.26,222.63,"Low FODMAP, Low GI, Normal",2,1,0303408d-bc70-4e69-a01a-1c7c7670f22c,MAIN,Katori,200gm,17.8,5.5,2.0,1.5,111.3,,Raita,,,Primary
Pumpkin Soup,"1/2 medium-sized pumpkin (peeled and chopped)
300 ml water
1 green chili (finely chopped)
1/2 teaspoon ginger (finely chopped)
1/2 teaspoon Kitchen King powder
1 teaspoon salt
1/2 teaspoon red chili powder
1/4 teaspoon black pepper
2 teaspoons lemon juice
1 teaspoon oil","Pumpkin - 0.5
Oil - 1'tsp
",NO,Medium ,Medium ,Medium (30 minutes),"JAIN, VEGAN",Citrus,Both,Winter,Light Soup,Soup/Dal,,,HEAVY,Both,General,Warm,0,2,"Gas stove / Cooktop, Basic fry pan/kadai, Smoothie blender (e.g. NutriBullet)",,Salty,Generic,Neutral Taseer," Glucourea, Bloating, Constipation,  Headache, Lack of sleep, Trieadness, Palpitation , Frequent infection ","  Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Gout (High Uric Acid), Hormonal imbalances, Cardiovascular Diseases (CVDs), Cancer ",Liquid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C ",Dinner,2,1 medium bowl (200 ml),Pumpkin,WR,26,4,5.4,10.24,168.6,84.30,"Low FODMAP, Low GI, Normal",2,1,03843a03-2e6e-4274-a9b2-5aef5b21b4cb,MAIN,Medium Bowl,200ml,6.5,1.0,1.4,2.6,42.2,,,,"Scrambled Tofu, Barbeque Chicken, Roasted Chicken, Paneer Tikka, Tandoori Chicken, Pepper Chicken, Paneer Shashlik Tikka, Scrambled Eggs, Lemon Chicken, Egg Whites, Air Fried Fish, Grilled Chicken Breast, Grilled Fish, Egg White Omelette, Fish Tikka, Egg Bhurji, Deviled Eggs, Boiled Eggs, Masala Chicken Tikka, Akuri Eggs, Panfried Fish, Pan Fried Fish, Acuri Eggs",Primary
Nutri Pulav,"Basmati rice – 1 cup
Carrot (chopped) – 1/4 cup
Nutri Soya chunks – 1/4 cup
Beans (chopped) – 1/4 cup
Onion (sliced) – 1/2 cup
Tomato (chopped) – 1/2 cup
Cumin seeds – 1/2 tsp
Kitchen King masala – 1 tsp
Olive oil – 1.5 tsp
Water – 2.5 cups
Salt – to taste","Basmati rice - 1'cup
Soya granules - 0.25'cup
Olive oil - 1.5'tsp
Onion - 0.5
Tomato - 0.5
Beans - 0.25'cup",NO,Easy,Easy ,Medium (30 minutes),"VEGAN , VEGETARIAN",Onion/Garlic,Metro,Winter,Pulao,,,,Heavy,India,General,Neutral,1,2,"Gas stove / Cooktop, Pressure cooker",,Umami,Generic,Neutral Taseer,"lack of sleep, stess disorder, acidity, consipation , acidity, palpitation, lethargy, low immunity, Depression, ADHD/focus issues, ","Hyperthyroidism, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Fatty Liver, Osteoarthritis, Rheumatoid Arthritis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Anemia, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Lunch,3,,Soybean,HP,63.37,12.31,10.65,8.29,403.68,134.56,"Low FODMAP, Normal",2,1,792c5734-03ef-4829-8b4b-0b186df73171,MAIN,Katori,200gm,10.6,2.1,1.8,1.4,67.3,,,,"Aloo Gobhi Sabzi With Gravy, Aloo Sabzi With Gravy, Aloo Matar Sabzi With Gravy, White Chana Curry, Aloo Tamatar Sabzi With Gravy, Cauliflower Curry",Primary
Pumpkin Pasta,"1/2 cup pasta (e.g.
 penne
 fettuccine)
1 cup pumpkin
 peeled and cubed
2 tsp olive oil
1 clove garlic
 minced
1/4 small onion
 finely chopped
1/4 cup milk
A pinch of nutmeg
Salt
 to taste
Black pepper
 to taste
2-3 fresh sage leaves
 chopped (optional)
Fresh parsley
 for garnish","Pasta - 0.5'cup
Pumpkin - 1'cup
Olive Oil - 2'tsp
Milk - 0.25'cup
Onion - 0.25",NO,Easy,Medium ,Medium (30 minutes),"VEGAN , VEGETARIAN","Onion/Garlic, Lactose, Gluten, wheat",Metro,Winter,Pasta,,,,Heavy,India,Italian,Neutral,2,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Salty,Italian ,Neutral Taseer,"constipation, palpitation, mood swings, Anxiety, low immunity, reduce appetite","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Dinner",1.5,1 medium bowl,"Wheat, Pumpkin","HF, WR",55.86,11.24,12.17,6.29,377.5,251.67,"Low FODMAP, Low GI, Normal",2,1,0410231c-3bb5-4050-ac5d-5499701867fd,MAIN,Bowl,250gm,14.9,3.0,3.2,1.7,100.7,,,,,Primary
Aam Panna,"Mango - 1
Water - 1 glass (250 ml)
Black Pepper seeds - 3
Raisins - 4
Ginger (grated) - 1 inch
Black Salt (Optional)  - 1/2 tsp
Mint Leaves (Optional)- 2-3 for garnishing
Ice Cubes (Optional) - 4-5","Mango - 1
Raisins - 4
",YES,Medium,Medium,Low (5 minutes),"JAIN, VEGAN",Onion/Garlic,Both,Summer,Juice,Fruit,,,LIGHT,India,General,Cold,1,2,"Gas stove / Cooktop, Basic mixer grinder",,"Sour/Tangy, Sweet","North indian, West india , Central india ",Neutral Taseer,"Loose motions/diarrhoea, Bloating, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","High Blood Pressure (Hypertension), Low  blood pressure,Fatty Liver (in moderation), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Mid Meal, Pre Dinner",1,1 glass,NO BASE,All themes,31.6,1.67,0.8,3.55,139.9,139.90,Normal,1,1,042fde25-e2a1-4bb9-a2fe-121862652293,MID,Glass,200ml,15.8,0.8,0.4,1.8,70.0,,,,,Secondary
Ragi Dosa,"Ragi - 1  cup
Rice Flour - 1/4  cup
Rava - 1/2  cup
Curd - 1/4 cup
Water - as required
Salt - as per taste
Green Chilli - 1
Oil - 1  tbsp
Mustard - 1/2  tsp
Cumin - 1/2  tsp
Ginger - 1/2  tsp
Curry Leaf - 8","Ragi - 1'cup
Rice flour - 0.25'cup
Rava - 0.5'cup
Curd - 0.25'cup
Oil - 1'tbsp",NO,Easy,Medium,Medium,"JAIN, VEGETARIAN ","Lactose, Gluten, Gluten, wheat",Metro,Winter,Dosa,,,,Heavy,India,South Indian,Neutral,1,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Salty,South indian ,Hot Taseer," Glucourea,  Headache, Lack of sleep, Trieadness, Palpitation , Frequent infection , weakness , trieadness, leethargy, joint pain , back pain, delay in periods , calcinosis cutis, Dizzness, Cold Extremities, Headache, Angular Stomatitis, Koilonychia.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Calcium deficiency, Iron Deficiency,  Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency,  Deficiency, Vit B12 deficiency, Zinc deficiency, Vitamin A Deficiency, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, Phosphorus.","Breakfast, Lunch",4,1 medium dosa,Ragi,HF,164.41,22.18,19.79,12.45,924.18,231.05,"Low FODMAP, Normal",2,1,0447e117-6b5a-48be-951c-5c3b069d5338,MAIN,Numbers,75gm,54.8,7.4,6.6,4.2,308.1,,,"Sambhar, Coriander Chutney, Coconut Coriander Chutney, Tomato Pachadi, Mint Chutney                            ",,Primary
White Chana Chaat,"100 g boiled white chickpeas (chana)
1/3 cup onion (finely chopped)
1/2 cup tomato (finely chopped)
2 green chilies (finely chopped)
1 teaspoon lemon juice
1 tablespoon coriander leaves (finely chopped)
1 teaspoon cumin powder
Salt (as per taste)
1/4 teaspoon chaat masala
1/3 cup pomegranate seeds (anar)","Chickpea - 100'g
Onion - 0.33'cup
Tomato - 0.5'cup
Pomegranate - 0.33'cup",YES,Easy,Easy,Low (5 minutes),"VEGAN , VEGETARIAN","Citrus, Onion/Garlic",Both,Winter,Chaat,Chaat,,,LIGHT,India,General,Neutral,0,2,"Gas stove / Cooktop, Pressure cooker",,Sour/Tangy,"North indian, West india , Central india ",Hot Taseer,"Chronic cough, Breathlessness, Glucourea, Loose motions/diarrhoea, Constipation, Headache, Lack of sleep, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes (portion-controlled), Gestational Diabetes (controlled portions), Prediabetic, High Blood Pressure (Hypertension),  Low Blood Pressure (Hypotension) Fatty Liver, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Vitiligo, Cardiovascular Diseases (CVDs).",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Breakfast, Pre Dinner",1,1 Katori,White Chana,"HP, HF, WR",40.83,8.89,3.03,5.08,225.72,225.72,"Low GI, Normal",2,1,044cafd9-bf8d-427c-a776-e6123173219c,MAIN,Katori,150gm,27.2,5.9,2.0,3.4,150.5,,,"Mint Chutney, Coriander Chutney",,Primary
Millet Upma,"Green Chilli - 1
Mustard Seeds - 1 tbsp
Curry Leaf - 5
Coriander Leaf - 0.5 tbsp
Millet - 1 cup
Onion - 1
Chana Dal - 1 tsp
Urad Dal - 1 tsp
Water - 1 cup
Oil - 1 tsp","Millet - 1'cup
Onion - 1
Chana Dal - 1'tsp
Urad Dal - 1'tsp
Oil - 1'tsp",NO,Easy,Medium ,Medium,"VEGAN , VEGETARIAN",Onion/Garlic,Both,Winter,Upma,south,,,HEAVY,India,South Indian,Neutral,1,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Salty,South indian ,Neutral Taseer,"Chronic cough, Breathlessness, Glucourea, Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Breakfast, Lunch",3,1 Katori,"Bajra, Jowar, Ragi","HF, HF, HF",137.81,21.9,12.49,17.78,751.38,250.46,"Low FODMAP, Low GI, DASH, Normal",2,1,044ead4a-3d40-4b3f-a439-c5adb1bcc11d,MAIN,Katori,200gm,23.0,3.7,2.1,3.0,125.2,,,,"Coriander Chutney, Coconut Coriander Chutney, Mint Chutney, Tomato pachadi, Curd",Primary
Guacamole,"Avocado - 3
Lemon - 2
Salt - 0.5 tsp
Onion - 0.5 cup
Tomato - 0.5 cup
Coriander Leaf - 0.5 cup
Black Pepper - 0.5 tsp
Oil - 1 tbsp","Avocado - 3
Lemon - 2
Onion - 0.5'cup
Tomato - 0.5'cup
Oil - 1'tbsp",YES,Easy,Medium ,High (1 hour more),"VEGAN , VEGETARIAN","Citrus, Onion/Garlic",Metro,All Season,Dip,spread,,,HEAVY,Both,Mexican,Neutral,2,2,No equipment required,,Creamy,Mexican ,Neutral Taseer,"Breathlessness, Glucourea,  Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), low Skin health, low immunity. ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Breakfast, Lunch, Dinner, Pre Dinner",14,2 tbsp,Avocado,HF,52.15,10.96,81.57,39.07,985.7,70.41,"Low FODMAP, Low GI, Antiinflammatory, Normal",3,2,048b8c82-9e34-487c-a283-92064ee2d3e5,MAIN,Tbsp,15gm,24.8,5.2,38.8,18.6,469.4,,,,,Secondary
Zucchini Raita,"Zucchini: 1 cup
 grated
Yogurt (Curd): 1 cup
Cumin Seeds: 1 tsp
Olive Oil: 1 tsp
Salt: to taste
Black Pepper: 1/4 tsp
Green Chili: 1
 finely chopped
Coriander Leaves: 2 tbsp
 chopped","Zucchini - 1'cup
Curd - 1'cup
Olive Oil - 1'tsp",NO,Medium,Easy,Low (5 minutes),"JAIN, VEGETARIAN ","Lactose, Onion/Garlic",Metro,All Season,Raita,,,,Light,India,General,Neutral,2,3,No equipment required,,Creamy,Generic,Neutral Taseer," Glucourea,  Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), low Skin health, low immunity. ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension),  Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Semi-solid,YES,"Calcium deficiency, Selenium Deficiency, Biotin deficiency, High Total cholesterol, Iron Deficiency, deficiency, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Vit B12 deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated",,2,1 Katori,Zucchini,LC,15.47,10.19,13.61,2.76,225.49,112.75,"Low FODMAP, Low GI, Normal",1.5,1,04ac857d-7f6c-4470-b4ed-65356011490c,MAIN,Katori,150ml,5.2,3.4,4.5,0.9,75.2,"Pulao, Khichdi, Biryani","Chila, Thepla",,,Secondary
